Name,Symbol,IPO Date,IPO Price,total shares outstanding,trading volume on listing day,(IPO +7) Date,New Avg Price After 1 Week,Exchange,HQ Location,Industry
NexImmune,NEXI,12-02-21,,,,19-02-21,,,,
Churchill Capital VII,CVII,12-02-21,,,,19-02-21,,,,
Signify Health,SGFY,11-02-21,,,,18-02-21,,,,
Goal Acquisitions,PUCK,11-02-21,,,,18-02-21,,,,
Bioventus,BVS,11-02-21,,,,18-02-21,,,,
loanDepot,LDI,11-02-21,,,,18-02-21,,,,
Bumble,BMBL,11-02-21,,,,18-02-21,,,,
Apria,APR,11-02-21,,,,18-02-21,,,,
Foresight Acquisition,FORE,10-02-21,,,,17-02-21,,,,
Viant Technology,DSP,10-02-21,,,,17-02-21,,,,
Lazard Growth Acquisition I,LGAC,10-02-21,,,,17-02-21,,,,
Power &amp; Digital Infrastructure Acquisition,XPDI,10-02-21,,,,17-02-21,,,,
Vallon Pharmaceuticals,VLON,10-02-21,,,,17-02-21,,,,
Apollo Strategic Growth Capital II,APGB,10-02-21,,,,17-02-21,,,,
ScION Tech Growth II,SCOB,10-02-21,,,,17-02-21,,,,
Biophytis,BPTS,10-02-21,,,,17-02-21,,,,
Priveterra Acquisition,PMGM,09-02-21,,,,16-02-21,,,,
Adagene,ADAG,09-02-21,,,,16-02-21,,,,
Adara Acquisition,ADRA,09-02-21,,,,16-02-21,,,,
GigCapital4,GIG,09-02-21,,,,16-02-21,,,,
Venus Acquisition,VENA,09-02-21,,,,16-02-21,,,,
Evo Acquisition,EVOJ,09-02-21,,,,16-02-21,,,,
Progress Acquisition,PGRW,09-02-21,,,,16-02-21,,,,
Pivotal Investment Corporation III,PICC,09-02-21,,,,16-02-21,,,,
Global Internet of People,SDH,09-02-21,,,,16-02-21,,,,
ECP Environmental Growth Opportunities,ENNV,09-02-21,,,,16-02-21,,,,
Spartan Acquisition III,SPAQ,09-02-21,,,,16-02-21,,,,
Crown PropTech Acquisitions,CPTK,09-02-21,,,,16-02-21,,,,
Cloopen Group Holding,RAAS,09-02-21,,,,16-02-21,,,,
Baosheng Media Group Holdings,BAOS,08-02-21,,,,15-02-21,,,,
G Squared Ascend I,GSQD,05-02-21,,,,12-02-21,,,,
COVA Acquisition,COVA,05-02-21,,,,12-02-21,,,,
HH&amp;L Acquisition Co.,HHLA,05-02-21,,,,12-02-21,,,,
RMG Acquisition III,RMGC,05-02-21,,,,12-02-21,,,,
Vor Biopharma,VOR,05-02-21,,,,12-02-21,,,,
CN Energy Group,CNEY,05-02-21,,,,12-02-21,,,,
JOFF Fintech Acquisition,JOFF,05-02-21,,,,12-02-21,,,,
Angion Biomedica,ANGN,05-02-21,,,,12-02-21,,,,
Lucira Health,LHDX,05-02-21,,,,12-02-21,,,,
Bolt Biotherapeutics,BOLT,05-02-21,,,,12-02-21,,,,
Altimar Acquisition II,ATMR,05-02-21,,,,12-02-21,,,,
Immunocore Holdings,IMCR,05-02-21,,,,12-02-21,,,,
Terns Pharmaceuticals,TERN,05-02-21,,,,12-02-21,,,,
Thunder Bridge Capital Partners III,TBCP,05-02-21,,,,12-02-21,,,,
Compute Health Acquisition,CPUH,05-02-21,,,,12-02-21,,,,
Sustainable Development Acquisition I,SDAC,05-02-21,,,,12-02-21,,,,
Evaxion Biotech,EVAX,05-02-21,,,,12-02-21,,,,
Quantum FinTech Acquisition,QFTA,05-02-21,,,,12-02-21,,,,
"Pharvaris, N.V",PHVS,05-02-21,,,,12-02-21,,,,
Atotech,ATC,04-02-21,,,,11-02-21,,,,
Decarbonization Plus Acquisition II,DCRN,04-02-21,,,,11-02-21,,,,
Novus Capital Corporation II,NXU,04-02-21,,,,11-02-21,,,,
Sana Biotechnology,SANA,04-02-21,,,,11-02-21,,,,
Atlas Crest Investment II,ACII,04-02-21,,,,11-02-21,,,,
Sensei Biotherapeutics,SNSE,04-02-21,,,,11-02-21,,,,
Astrea Acquisition,ASAX,04-02-21,,,,11-02-21,,,,
Itiquira Acquisition,ITQ,04-02-21,,,,11-02-21,,,,
Landos Biopharma,LABP,04-02-21,,,,11-02-21,,,,
TELUS International,TIXT,03-02-21,,,,10-02-21,,,,
Kernel Group Holdings,KRNL,03-02-21,,,,10-02-21,,,,
"ON24, Inc.",ONTF,03-02-21,,,,10-02-21,,,,
Gaming &amp; Hospitality Acquisition,GHAC,03-02-21,,,,10-02-21,,,,
The Music Acquisition,TMAC,03-02-21,,,,10-02-21,,,,
CC Neuberger Principal Holdings III,PRPC,03-02-21,,,,10-02-21,,,,
Ares Acquisition,AAC,02-02-21,,,,09-02-21,,,,
Thimble Point Acquisition,THMA,02-02-21,,,,09-02-21,,,,
Jaws Mustang Acquisition,JWSM,02-02-21,,,,09-02-21,,,,
MDH Acquisition,MDH,02-02-21,,,,09-02-21,,,,
Noble Rock Acquisition,NRAC,02-02-21,,,,09-02-21,,,,
EQ Health Acquisition,EQHA,29-01-21,,,,05-02-21,,,,
Mason Industrial Technology,MIT,29-01-21,,,,05-02-21,,,,
Growth Capital Acquisition,GCAC,29-01-21,,,,05-02-21,,,,
NLS Pharmaceutics,NLSP,29-01-21,,,,05-02-21,,,,
Home Point Capital,HMPT,29-01-21,,,,05-02-21,,,,
CF Acquisition V,CFV,29-01-21,,,,05-02-21,,,,
Trinity Capital,TRIN,29-01-21,,,,05-02-21,,,,
Clarim Acquisition,CLRM,29-01-21,,,,05-02-21,,,,
Z-Work Acquisition,ZWRK,29-01-21,,,,05-02-21,,,,
Brookline Capital Acquisition,BCAC,29-01-21,,,,05-02-21,,,,
BlueRiver Acquisition,BLUA,29-01-21,,,,05-02-21,,,,
Agrify,AGFY,28-01-21,,,,04-02-21,,,,
Qualtrics International,XM,28-01-21,,,,04-02-21,,,,
TLG Acquisition One,TLGA,28-01-21,,,,04-02-21,,,,
ITHAX Acquisition,ITHX,28-01-21,,,,04-02-21,,,,
Ortho Clinical Diagnostics Holdings,OCDX,28-01-21,,,,04-02-21,,,,
ZIM Integrated Shipping Services,ZIM,28-01-21,,,,04-02-21,,,,
Vinci Partners Investments,VINP,28-01-21,,,,04-02-21,,,,
Ignyte Acquisition,IGNY,28-01-21,,,,04-02-21,,,,
Fortistar Sustainable Solutions,FSSI,27-01-21,,,,03-02-21,,,,
Tian Ruixiang Holdings,TIRX,27-01-21,,,,03-02-21,,,,
Constellation Acquisition I,CSTA,27-01-21,,,,03-02-21,,,,
HealthCor Catalio Acquisition,HCAQ,27-01-21,,,,03-02-21,,,,
Shoals Technologies Group,SHLS,27-01-21,,,,03-02-21,,,,
Climate Real Impact Solutions II Acquisition,CLIM,27-01-21,,,,03-02-21,,,,
LumiraDx,LMDX,26-01-21,,,,02-02-21,,,,
Northern Star Investment II,NSTB,26-01-21,,,,02-02-21,,,,
Hudson Executive Investment II,HCII,26-01-21,,,,02-02-21,,,,
EZGO Technologies,EZGO,26-01-21,,,,02-02-21,,,,
Science Strategic Acquisition Alpha,SSAA,26-01-21,,,,02-02-21,,,,
LMF Acquisition Opportunities,LMAO,26-01-21,,,,02-02-21,,,,
Bridgetown 2 Holdings,BTNB,26-01-21,,,,02-02-21,,,,
DiamondHead Holdings,DHHC,26-01-21,,,,02-02-21,,,,
D &amp; Z Media Acquisition,DNZ,26-01-21,,,,02-02-21,,,,
Biotech Acquisition Company,BIOT,26-01-21,,,,02-02-21,,,,
Liberty Media Acquisition,LMACA,22-01-21,,,,29-01-21,,,,
Jack Creek Investment,JCIC,22-01-21,,,,29-01-21,,,,
SCP &amp; CO Healthcare Acquisition Company,SHAC,22-01-21,,,,29-01-21,,,,
Huadi International Group Co.,HUDI,22-01-21,,,,29-01-21,,,,
RLX Technology,RLX,22-01-21,,,,29-01-21,,,,
One Equity Partners Open Water I,OEPW,22-01-21,,,,29-01-21,,,,
North Atlantic Acquisition,NAAC,22-01-21,,,,29-01-21,,,,
Primavera Capital Acquisition,PV,22-01-21,,,,29-01-21,,,,
Wejo Group,WEJO,22-01-21,,,,29-01-21,,,,
Patria Investments,PAX,22-01-21,,,,29-01-21,,,,
European Sustainable Growth Acquisition,EUSG,22-01-21,,,,29-01-21,,,,
Montauk Renewables,MNTK,22-01-21,,,,29-01-21,,,,
Dream Finders Homes,DFH,21-01-21,,,,28-01-21,,,,
MYT Netherlands Parent B.V.,MYTE,21-01-21,,,,28-01-21,,,,
FoxWayne Enterprises Acquisition,FOXW,20-01-21,,,,27-01-21,,,,
TZP Strategies Acquisition,TZPS,20-01-21,,,,27-01-21,,,,
Queen's Gambit Growth Capital,GMBT,20-01-21,,,,27-01-21,,,,
Oyster Enterprises Acquisition,OSTR,20-01-21,,,,27-01-21,,,,
Gores Metropoulos II,GMII,20-01-21,,,,27-01-21,,,,
Edify Acquisition,EAC,15-01-21,,,,22-01-21,,,,
Driven Brands Holdings,DRVN,15-01-21,,,,22-01-21,,,,
OCA Acquisition,OCAX,15-01-21,,,,22-01-21,,,,
Playtika Holding,PLTK,15-01-21,,,,22-01-21,,,,
Healthcare Capital,HCCC,15-01-21,,,,22-01-21,,,,
Class Acceleration,CLAS,15-01-21,,,,22-01-21,,,,
Group Nine Acquisition,GNAC,15-01-21,,,,22-01-21,,,,
26 Capital Acquisition,ADER,15-01-21,,,,22-01-21,,,,
Authentic Equity Acquisition,AEAC,15-01-21,,,,22-01-21,,,,
Hennessy Capital Investment V,HCIC,15-01-21,,,,22-01-21,,,,
Monument Circle Acquisition,MON,14-01-21,,,,21-01-21,,,,
Silver Crest Acquisition,SLCR,14-01-21,,,,21-01-21,,,,
Environmental Impact Acquisition,ENVI,14-01-21,,,,21-01-21,,,,
Poshmark,POSH,14-01-21,,,,21-01-21,,,,
Petco Health And Wellness Company,WOOF,14-01-21,,,,21-01-21,,,,
Fortress Capital Acquisition,FCAX,13-01-21,,,,20-01-21,,,,
Pontem,PNTM,13-01-21,,,,20-01-21,,,,
Marlin Technology,FINM,13-01-21,,,,20-01-21,,,,
Motorsport Games,MSGM,13-01-21,,,,20-01-21,,,,
Deep Lake Capital Acquisition,DLCA,13-01-21,,,,20-01-21,,,,
Hamilton Lane Alliance Holdings I,HLAH,13-01-21,,,,20-01-21,,,,
Affirm Holdings,AFRM,13-01-21,,,,20-01-21,,,,
890 5th Avenue Partners,ENFA,12-01-21,,,,19-01-21,,,,
Kuke Music Holding,KUKE,12-01-21,,,,19-01-21,,,,
Adit EdTech Acquisition,ADEX,12-01-21,,,,19-01-21,,,,
Qilian International Holding Group,QLI,12-01-21,,,,19-01-21,,,,
Athlon Acquisition,SWET,12-01-21,,,,19-01-21,,,,
Global Partner Acquisition II,GPAC,12-01-21,,,,19-01-21,,,,
LightJump Acquisition,LJAQ,11-01-21,,,,18-01-21,,,,
Empowerment &amp; Inclusion Capital I,EPWR,08-01-21,,,,15-01-21,,,,
Powered Brands,POW,08-01-21,,,,15-01-21,,,,
Leo Holdings II,LHC,08-01-21,,,,15-01-21,,,,
Gracell Biotechnologies,GRCL,08-01-21,,,,15-01-21,,,,
Prospector Capital,PRSR,08-01-21,,,,15-01-21,,,,
Pioneer Merger,PACX,08-01-21,,,,15-01-21,,,,
Epiphany Technology Acquisition,EPHY,08-01-21,,,,15-01-21,,,,
SVF Investment,SVFA,08-01-21,,,,15-01-21,,,,
Tastemaker Acquisition,TMKR,08-01-21,,,,15-01-21,,,,
Cullinan Oncology,CGEM,08-01-21,,,,15-01-21,,,,
KL Acquisition,KLAQ,08-01-21,,,,15-01-21,,,,
Provident Acquisition,PAQC,08-01-21,,,,15-01-21,,,,
Global Synergy Acquisition,GSAQ,08-01-21,,,,15-01-21,,,,
VectoIQ Acquisition II,VTIQ,07-01-21,,,,14-01-21,,,,
Ivanhoe Capital Acquisition,IVAN,07-01-21,,,,14-01-21,,,,
KludeIn I Acquisition,INKA,07-01-21,,,,14-01-21,,,,
Vickers Vantage I,VCKA,07-01-21,,,,14-01-21,,,,
Bright Lights Acquisition,BLTS,07-01-21,,,,14-01-21,,,,
Altimeter Growth 2,AGCB,07-01-21,,,,14-01-21,,,,
Omega Alpha SPAC,OMEG,07-01-21,,,,14-01-21,,,,
Poema Global Holdings,PPGH,06-01-21,,,,13-01-21,,,,
Sports Ventures Acquisition,AKIC,06-01-21,,,,13-01-21,,,,
Kairos Acquisition,KAIR,06-01-21,,,,13-01-21,,,,
Crucible Acquisition,CRU,05-01-21,,,,12-01-21,,,,
Benessere Capital Acquisition,BENE,05-01-21,,,,12-01-21,,,,
Fortress Value Acquisition III,FVT,05-01-21,,,,12-01-21,,,,
Medirom Healthcare Technologies,MRM,29-12-20,,,,05-01-21,,,,
Ventoux CCM Acquisition,VTAQ,24-12-20,,,,31-12-20,,,,
"GBS, Inc.",GBS,23-12-20,,,,30-12-20,,,,
Viveon Health Acquisition,VHAQ,23-12-20,,,,30-12-20,,,,
7GC &amp; Co. Holdings,VII,23-12-20,,,,30-12-20,,,,
Healthcare Services Acquisition,HCAR,23-12-20,,,,30-12-20,,,,
Inhibikase Therapeutics,IKT,23-12-20,,,,30-12-20,,,,
CF Acquisition IV,CFIV,23-12-20,,,,30-12-20,,,,
Ackrell SPAC Partners I Co.,ACKIT,21-12-20,,,,28-12-20,,,,
Seven Oaks Acquisition,SVOK,18-12-20,,,,25-12-20,,,,
Dune Acquisition,DUNE,18-12-20,,,,25-12-20,,,,
Insu Acquisition III,IIII,18-12-20,,,,25-12-20,,,,
MedTech Acquisition,MTAC,18-12-20,,,,25-12-20,,,,
908 Devices,MASS,18-12-20,,,,25-12-20,,,,
Golden Falcon Acquisition,GFX,18-12-20,,,,25-12-20,,,,
Corner Growth Acquisition,COOL,17-12-20,,,,24-12-20,,,,
ScION Tech Growth I,SCOA,17-12-20,,,,24-12-20,,,,
Midwest Holding,MDWT,17-12-20,,,,24-12-20,,,,
Virios Therapeutics,VIRI,17-12-20,,,,24-12-20,,,,
Upstart Holdings,UPST,16-12-20,,,,23-12-20,,,,
Scopus Biopharma,SCPS,16-12-20,,,,23-12-20,,,,
Churchill Capital Corp V,CCV,16-12-20,,,,23-12-20,,,,
ContextLogic,WISH,16-12-20,,,,23-12-20,,,,
BioAtla,BCAB,16-12-20,,,,23-12-20,,,,
Americas Technology Acquisition,ATA,15-12-20,,,,22-12-20,,,,
Oriental Culture Holding,OCG,15-12-20,,,,22-12-20,,,,
Kins Technology Group,KINZ,15-12-20,,,,22-12-20,,,,
Wunong Net Technology Company,WNW,15-12-20,,,,22-12-20,,,,
Delwinds Insurance Acquisition,DWIN,11-12-20,,,,18-12-20,,,,
Nanobiotix,NBTX,11-12-20,,,,18-12-20,,,,
4D Molecular Therapeutics,FDMT,11-12-20,,,,18-12-20,,,,
CBRE Acquisition Holdings,CBAH,11-12-20,,,,18-12-20,,,,
Thayer Ventures Acquisition,TVAC,11-12-20,,,,18-12-20,,,,
Senior Connect Acquisition I,SNRH,11-12-20,,,,18-12-20,,,,
Motive Capital,MOTV,11-12-20,,,,18-12-20,,,,
Certara,CERT,11-12-20,,,,18-12-20,,,,
EdtechX Holdings Acquisition II,EDTX,11-12-20,,,,18-12-20,,,,
Vivos Therapeutics,VVOS,11-12-20,,,,18-12-20,,,,
AbCellera Biologics,ABCL,11-12-20,,,,18-12-20,,,,
Globis Acquisition,GLAQ,11-12-20,,,,18-12-20,,,,
Carney Technology Acquisition II,CTAQ,10-12-20,,,,17-12-20,,,,
Airbnb,ABNB,10-12-20,,,,17-12-20,,,,
Hydrofarm Holdings Group,HYFM,10-12-20,,,,17-12-20,,,,
Periphas Capital Partnering,PCPC,10-12-20,,,,17-12-20,,,,
DoorDash,DASH,09-12-20,,,,16-12-20,,,,
PubMatic,PUBM,09-12-20,,,,16-12-20,,,,
HumanCo Acquisition,HMCO,09-12-20,,,,16-12-20,,,,
C3.ai,AI,09-12-20,,,,16-12-20,,,,
Altitude Acquisition,ALTU,09-12-20,,,,16-12-20,,,,
Frazier Lifesciences Acquisition,FLAC,09-12-20,,,,16-12-20,,,,
Concord Acquisition,CND,08-12-20,,,,15-12-20,,,,
Mudrick Capital Acquisition II,MUDS,08-12-20,,,,15-12-20,,,,
Silverback Therapeutics,SBTX,04-12-20,,,,11-12-20,,,,
FinTech Acquisition V,FTCV,04-12-20,,,,11-12-20,,,,
Sigilon Therapeutics,SGTX,04-12-20,,,,11-12-20,,,,
17 Education &amp; Technology Group,YQ,04-12-20,,,,11-12-20,,,,
"Seer, Inc.",SEER,04-12-20,,,,11-12-20,,,,
Proptech Investment Corporation II,PTIC,04-12-20,,,,11-12-20,,,,
Docebo,DCBO,03-12-20,,,,10-12-20,,,,
Kinnate Biopharma,KNTE,03-12-20,,,,10-12-20,,,,
Highland Transcend Partners I,HTPA,03-12-20,,,,10-12-20,,,,
Far Peak Acquisition,FPAC,03-12-20,,,,10-12-20,,,,
Trepont Acquisition I,TACA,02-12-20,,,,09-12-20,,,,
Ozon Holdings,OZON,24-11-20,,,,01-12-20,,,,
Vision Marine Technologies,VMAR,24-11-20,,,,01-12-20,,,,
Tiga Acquisition,TINV,24-11-20,,,,01-12-20,,,,
Spring Valley Acquisition,SV,24-11-20,,,,01-12-20,,,,
Breeze Holdings Acquisition,BREZ,23-11-20,,,,30-11-20,,,,
Cascade Acquisition,CAS,20-11-20,,,,27-11-20,,,,
Sotera Health Company,SHC,20-11-20,,,,27-11-20,,,,
Aequi Acquisition,ARBG,20-11-20,,,,27-11-20,,,,
Omnichannel Acquisition,OCA,20-11-20,,,,27-11-20,,,,
Maravai LifeSciences Holdings,MRVI,20-11-20,,,,27-11-20,,,,
Kingswood Acquisition,KWAC,20-11-20,,,,27-11-20,,,,
Investindustrial Acquisition,IIAC,19-11-20,,,,26-11-20,,,,
Telos,TLS,19-11-20,,,,26-11-20,,,,
L&amp;F Acquisition,LNFA,19-11-20,,,,26-11-20,,,,
Yatsen Holding,YSG,19-11-20,,,,26-11-20,,,,
Jiya Acquisition,JYAC,19-11-20,,,,26-11-20,,,,
Olema Pharmaceuticals,OLMA,19-11-20,,,,26-11-20,,,,
NeoGames,NGMS,19-11-20,,,,26-11-20,,,,
Population Health Investment Co.,PHIC,18-11-20,,,,25-11-20,,,,
Dragoneer Growth Opportunities II,DGNS,17-11-20,,,,24-11-20,,,,
Pine Island Acquisition,PIPP,17-11-20,,,,24-11-20,,,,
Zanite Acquisition,ZNTE,17-11-20,,,,24-11-20,,,,
OTR Acquisition,OTRA,17-11-20,,,,24-11-20,,,,
Better World Acquisition,BWAC,13-11-20,,,,20-11-20,,,,
Health Assurance Acquisition,HAAC,13-11-20,,,,20-11-20,,,,
Natural Order Acquisition,NOAC,11-11-20,,,,18-11-20,,,,
Edoc Acquisition,ADOC,10-11-20,,,,17-11-20,,,,
Roman DBDR Tech Acquisition,DBDR,06-11-20,,,,13-11-20,,,,
Jupiter Wellness,JUPW,30-10-20,,,,06-11-20,,,,
Bull Horn Holdings,BHSE,30-10-20,,,,06-11-20,,,,
SQZ Biotechnologies Company,SQZ,30-10-20,,,,06-11-20,,,,
Lufax Holding,LU,30-10-20,,,,06-11-20,,,,
CONX Corp.,CONX,30-10-20,,,,06-11-20,,,,
Atea Pharmaceuticals,AVIR,30-10-20,,,,06-11-20,,,,
Leslie's,LESL,29-10-20,,,,05-11-20,,,,
Duddell Street Acquisition,DSAC,29-10-20,,,,05-11-20,,,,
Allegro MicroSystems,ALGM,29-10-20,,,,05-11-20,,,,
Galecto,GLTO,29-10-20,,,,05-11-20,,,,
Biodesix,BDSX,28-10-20,,,,04-11-20,,,,
Gatos Silver,GATO,28-10-20,,,,04-11-20,,,,
MediaAlpha,MAX,28-10-20,,,,04-11-20,,,,
Bluescape Opportunities Acquisition,BOAC,28-10-20,,,,04-11-20,,,,
Absolute Software,ABST,28-10-20,,,,04-11-20,,,,
"Root, Inc.",ROOT,28-10-20,,,,04-11-20,,,,
Mallard Acquisition,MACU,27-10-20,,,,03-11-20,,,,
Lux Health Tech Acquisition,LUXA,27-10-20,,,,03-11-20,,,,
Foghorn Therapeutics,FHTX,23-10-20,,,,30-10-20,,,,
Eucrates Biomedical Acquisition,EUCR,23-10-20,,,,30-10-20,,,,
Yellowstone Acquisition Company,YSAC,22-10-20,,,,29-10-20,,,,
Abcam,ABCM,22-10-20,,,,29-10-20,,,,
BCLS Acquisition,BLSA,22-10-20,,,,29-10-20,,,,
McAfee,MCFE,22-10-20,,,,29-10-20,,,,
Tekkorp Digital Acquisition,TEKK,22-10-20,,,,29-10-20,,,,
Guild Holdings Company,GHLD,22-10-20,,,,29-10-20,,,,
H.I.G. Acquisition,HIGA,21-10-20,,,,28-10-20,,,,
DPCM Capital,XPOA,21-10-20,,,,28-10-20,,,,
Lefteris Acquisition,LFTR,21-10-20,,,,28-10-20,,,,
MingZhu Logistics Holdings,YGMZ,21-10-20,,,,28-10-20,,,,
Sarissa Capital Acquisition,SRSA,21-10-20,,,,28-10-20,,,,
Datto Holding,MSP,21-10-20,,,,28-10-20,,,,
Helix Acquisition,HLXA,20-10-20,,,,27-10-20,,,,
Horizon Acquisition II,HZON,20-10-20,,,,27-10-20,,,,
Opthea,OPT,16-10-20,,,,23-10-20,,,,
Aligos Therapeutics,ALGS,16-10-20,,,,23-10-20,,,,
Bridgetown Holdings,BTWN,16-10-20,,,,23-10-20,,,,
Tarsus Pharmaceuticals,TARS,16-10-20,,,,23-10-20,,,,
Kiromic BioPharma,KRBP,16-10-20,,,,23-10-20,,,,
Turmeric Acquisition,TMPM,16-10-20,,,,23-10-20,,,,
Praxis Precision Medicines,PRAX,16-10-20,,,,23-10-20,,,,
Eargo,EAR,16-10-20,,,,23-10-20,,,,
Array Technologies,ARRY,15-10-20,,,,22-10-20,,,,
Miniso Group Holding,MNSO,15-10-20,,,,22-10-20,,,,
Eastern Bankshares,EBC,15-10-20,,,,22-10-20,,,,
Codiak BioSciences,CDAK,14-10-20,,,,21-10-20,,,,
5:01 Acquisition,FVAM,14-10-20,,,,21-10-20,,,,
Social Capital Hedosophia Holdings VI,IPOF,09-10-20,,,,16-10-20,,,,
Intrusion,INTZ,09-10-20,,,,16-10-20,,,,
Social Capital Hedosophia Holdings IV,IPOD,09-10-20,,,,16-10-20,,,,
Kronos Bio,KRON,09-10-20,,,,16-10-20,,,,
iHuman,IH,09-10-20,,,,16-10-20,,,,
Spruce Biosciences,SPRB,09-10-20,,,,16-10-20,,,,
Shattuck Labs,STTK,09-10-20,,,,16-10-20,,,,
FuboTV,FUBO,08-10-20,,,,15-10-20,,,,
Petra Acquisition,PAIC,08-10-20,,,,15-10-20,,,,
Aziyo Biologics,AZYO,08-10-20,,,,15-10-20,,,,
Presidio Property Trust,SQFT,07-10-20,,,,14-10-20,,,,
TPG Pace Beneficial Finance,TPGY,07-10-20,,,,14-10-20,,,,
FirstMark Horizon Acquisition,FMAC,06-10-20,,,,13-10-20,,,,
Apollo Strategic Growth Capital,APSG,02-10-20,,,,09-10-20,,,,
Sports Entertainment Acquisition,SEAH,02-10-20,,,,09-10-20,,,,
Oncorus,ONCR,02-10-20,,,,09-10-20,,,,
Academy Sports and Outdoors,ASO,02-10-20,,,,09-10-20,,,,
Immunome,IMNM,02-10-20,,,,09-10-20,,,,
Vy Global Growth,VYGG,02-10-20,,,,09-10-20,,,,
C4 Therapeutics,CCCC,02-10-20,,,,09-10-20,,,,
Avanti Acquisition,AVAN,02-10-20,,,,09-10-20,,,,
Atlantic Street Acquisition,ASAQ,02-10-20,,,,09-10-20,,,,
Lixiang Education Holding Co.,LXEH,01-10-20,,,,08-10-20,,,,
AEA-Bridges Impact,IMPX,01-10-20,,,,08-10-20,,,,
Recharge Acquisition,RCHG,01-10-20,,,,08-10-20,,,,
Mission Produce,AVO,01-10-20,,,,08-10-20,,,,
Altimeter Growth,AGC,01-10-20,,,,08-10-20,,,,
Thryv Holdings,THRY,01-10-20,,,,08-10-20,,,,
IG Acquisition,IGAC,01-10-20,,,,08-10-20,,,,
Pulmonx,LUNG,01-10-20,,,,08-10-20,,,,
Boqii Holding,BQ,30-09-20,,,,07-10-20,,,,
Asana,ASAN,30-09-20,,,,07-10-20,,,,
Yalla Group,YALA,30-09-20,,,,07-10-20,,,,
Palantir Technologies,PLTR,30-09-20,,,,07-10-20,,,,
Chindata Group Holdings,CD,30-09-20,,,,07-10-20,,,,
Orphazyme,ORPH,29-09-20,,,,06-10-20,,,,
Graybug Vision,GRAY,25-09-20,,,,02-10-20,,,,
Siyata Mobile,SYTA,25-09-20,,,,02-10-20,,,,
PMV Pharmaceuticals,PMVP,25-09-20,,,,02-10-20,,,,
Prelude Therapeutics,PRLD,25-09-20,,,,02-10-20,,,,
VIA optronics AG,VIAO,25-09-20,,,,02-10-20,,,,
Greenwich LifeSciences,GLSI,25-09-20,,,,02-10-20,,,,
Amesite,AMST,25-09-20,,,,02-10-20,,,,
Taysha Gene Therapies,TSHA,24-09-20,,,,01-10-20,,,,
Corsair Gaming,CRSR,23-09-20,,,,30-09-20,,,,
Laird Superfood,LSF,23-09-20,,,,30-09-20,,,,
GoodRx Holdings,GDRX,23-09-20,,,,30-09-20,,,,
Bentley Systems,BSY,23-09-20,,,,30-09-20,,,,
PMV Consumer Acquisition,PMVC,22-09-20,,,,29-09-20,,,,
Athira Pharma,ATHA,18-09-20,,,,25-09-20,,,,
North Mountain Merger,NMMC,18-09-20,,,,25-09-20,,,,
Unity Software,U,18-09-20,,,,25-09-20,,,,
COMPASS Pathways,CMPS,18-09-20,,,,25-09-20,,,,
Vitru,VTRU,18-09-20,,,,25-09-20,,,,
Sumo Logic,SUMO,17-09-20,,,,24-09-20,,,,
Broadstone Net Lease,BNL,17-09-20,,,,24-09-20,,,,
Pactiv Evergreen,PTVE,17-09-20,,,,24-09-20,,,,
Dyne Therapeutics,DYN,17-09-20,,,,24-09-20,,,,
Oaktree Acquisition II,OACB,17-09-20,,,,24-09-20,,,,
American Well,AMWL,17-09-20,,,,24-09-20,,,,
JFrog,FROG,16-09-20,,,,23-09-20,,,,
Executive Network Partnering,ENPC,16-09-20,,,,23-09-20,,,,
StepStone Group,STEP,16-09-20,,,,23-09-20,,,,
Snowflake,SNOW,16-09-20,,,,23-09-20,,,,
Equity Distribution Acquisition,EQD,16-09-20,,,,23-09-20,,,,
Metacrine,MTCR,16-09-20,,,,23-09-20,,,,
Outset Medical,OM,15-09-20,,,,22-09-20,,,,
Broadstone Acquisition,BSN,11-09-20,,,,18-09-20,,,,
Ribbit LEAP,LEAP,11-09-20,,,,18-09-20,,,,
Lightspeed Commerce,LSPD,11-09-20,,,,18-09-20,,,,
Prime Impact Acquisition I,PIAI,10-09-20,,,,17-09-20,,,,
Cohn Robbins Holdings,CRHC,09-09-20,,,,16-09-20,,,,
Tailwind Acquisition,TWND,04-09-20,,,,11-09-20,,,,
PainReform,PRFX,01-09-20,,,,08-09-20,,,,
Applied UV,AUVI,31-08-20,,,,07-09-20,,,,
Harbor Custom Development,HCDI,28-08-20,,,,04-09-20,,,,
GreenPower Motor Company,GP,28-08-20,,,,04-09-20,,,,
XPeng,XPEV,27-08-20,,,,03-09-20,,,,
Burgundy Technology Acquisition,BTAQ,27-08-20,,,,03-09-20,,,,
FAST Acquisition,FST,21-08-20,,,,28-08-20,,,,
Kymera Therapeutics,KYMR,21-08-20,,,,28-08-20,,,,
Nano-X Imaging,NNOX,21-08-20,,,,28-08-20,,,,
Inhibrx,INBX,19-08-20,,,,26-08-20,,,,
Harmony Biosciences Holdings,HRMY,19-08-20,,,,26-08-20,,,,
Lionheart Acquisition II,LCAP,14-08-20,,,,21-08-20,,,,
Duck Creek Technologies,DCT,14-08-20,,,,21-08-20,,,,
CureVac,CVAC,14-08-20,,,,21-08-20,,,,
KE Holdings,BEKE,13-08-20,,,,20-08-20,,,,
RedBall Acquisition,RBAC,13-08-20,,,,20-08-20,,,,
